PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
CFPL99,2010,HYUNDAI,NEW H-1 MB,PLATEADO,20
CVBL36,2003,VOLVO,FH 12,BLANCO ROJO,36
CYTT88,2007,KIA MOTORS,LOTZE,BLANCO,2
DBYV96,2007,FREIGHTLINER,CENTURY,VERDE,36
DCPH11,2011,TOYOTA,HILUX DX,GRIS METALICO,6
DCPJ39,2004,VOLVO,FH 12,AZUL,36
DDTD75,2011,HYUNDAI,SONATA YF 2.0 GLS AT,GRIS GRAFITO,2
DKXT68,2000,HYUNDAI,AVANTE,BEIGE,2
DLJC98,2004,HYUNDAI,PORTER,AZUL,6
DLV084,2003,BMW,F 650 GS,AZUL BLANCO,21
DSZS75,2007,HYUNDAI,VERACRUZ,GRIS,29
DTVL48,2003,TOYOTA,IST 1.5 AUT,ROJO,29
DWCZ85,2012,GREAT WALL,WINGLE 5 2.0 DIESEL ABP,GRIS,6
DZLJ36,1997,MITSUBISHI,DELICA 2.8 AUT,BLANCO,29
FCSX74,2008,MAZDA,TRIBUTE,GRIS,29
FCTD93,2001,HONDA,STREAM 1.6 AUT.,ROJO BURDEO,29
FCTP25,2005,TOYOTA,VITZ,GRIS,2
FGTV16,2004,JEEP,LIBERTY,PLATEAOO,29
FJTW50,2000,KIA MOTORS,RETONA,PLATEADO,29
FKZC21,2011,MERCEDES BENZ,1851 LS AUT,BEIGE,36
FLWH69,2003,NISSAN,MARCH,NARANJO,29
FLWK53,2004,SSANGYONG,KORANDO,NEGRO,29
FRJP92,2000,MAZDA,MPV 2.0 AUT,BLANCO,29
FSCP16,2013,HYUNDAI,ELANTRA,DORADO BRONCE,2
FTSV45,2013,SUZUKI,SWIFT 1.4,BLANCO,2
FVFX86,2010,MERCEDES BENZ,2544,BLANCO,5
FWLC16,2002,HYUNDAI,TRAJET,NEGRO GRIS,29
FZKZ72,2006,HYUNDAI,SANTA FE,PLATEADO,29
FZLC90,2014,VOLKSWAGEN,JETTA,GRIS,2
GBCV89,2014,SUZUKI,GRAND NOMADE GLX SPORT 4X4 E4,BLANCO PERLA,29
GBTT16,2014,TOYOTA,HILUX D CAB 4X4,NEGRO MICA,6
GGDW93,2008,CITROEN,C4,ROJO MARRON,2
GGFF34,2008,MAZDA,DEMIO,GRIS,29
GLKY86,2005,HYUNDAI,PORTER,BLANCO,6
GRKG52,2005,MAZDA,MPV 2.3 AUT,GRIS,29
GWLY10,2015,TOYOTA,HILUX DOBLE CABINA,ROJO,6
GXP083,2017,KINLON,JL 150T,BLANCO,21
GXZH62,2011,MAZDA,AXELA 1.5 AUT,AZUL,2
GZPK95,2005,KIA,SPORTAGE,PLATEADO,29
GZZS55,2005,KIA,SPORTAGE,PLATEADO,29
HBBS75,2004,MAZDA,AXELA 2.0 AUT,PLATEADO,2
HCSC75,2013,KIA MOTORS,SPORTAGE,PLATEADO,29
HCTB20,2005,MAZDA,PREMACY 2.0 AUT.,VERDE,29
HCTC98,2003,HONDA,CIVIC,BLANCO,2
HFGJ55,2003,MITSUBISHI,DELICA,DORADO,29
HGFV73,2015,HYUNDAI,AVANTE,NEGRO,2
HHJW18,2005,NISSAN,SERENA,PLATEADO,29
HHWL90,2005,NISSAN,NOTE,PLATEADO,29
HHWP72,2007,HUMMER,H3,NEGRO,29
HLFD40,2001,TOYOTA,VITZ,AZUL,2
HSHX23,2004,MAZDA,MPV,BLANCO,29
HSZK95,2007,TOYOTA,PASSO 1.3 AUT,CAFE,2
HSZX29,2006,HYUNDAI,PORTER,BLANCO,6
HSZY69,2014,FORD,FOCUS,PLATEADO,2
HVTS86,2002,KIA MOTORS,SORENTO,NEGRO,29
HVTT41,2008,HONDA,FIT,VIOLETA,29
HVTW80,2002,TOYOTA,NOAH,PLATEADO,29
HVTZ23,2008,NISSAN,NOTE,GRIS,29
HVVC84,2005,MAZDA,DEMIO,AZUL,2
HXWD81,2008,HONDA,FIT,PLATEADO,2
HXWF28,2007,SUZUKI,XL7,PLATEADO PLATA,29
JBGH52,2006,MAZDA,VERISA,ROJO BURDEO,2
JBGK12,2005,HYUNDAI,SANTA FE,PLATEADO,29
JFLF40,2006,HONDA,EDIX,GRIS,29
JFXH62,2003,SSANGYONG,REXTON,NEGRO,29
JFXJ56,2007,CHEVROLET,CAPTIVA,NEGRO,29
JFYL66,2006,CHRYSLER,CROSSFIRE,NEGRO,2
JG1853,2005,FABRIMETAL,SMCB5250,GRIS,28
JG9313,2010,GOREN,SRT8M.REAL,BLANCO,28
JH5141,2014,RANDON,RQPTCS0214,NEGRO,25
JH5152,2014,RANDON,SR PT CS 0330,NEGRO,28
JHKR77,2006,HYUNDAI,SANTA FE,PLATEADO,29
JHKY61,2007,HONDA,STREAM,NEGRO,29
JKP015,2014,HONDA,CTX,ROJO BURDEO,21
JLVC48,2009,TOYOTA,RUSH 1.5,GRIS,29
JLVD76,2008,SUZUKI,SWIFT,BLANCO PERLA,2
JN1929,2012,RANDON,SR PT AU 03 30,NEGRO,28
JPXJ90,2005,KIA MOTORS,SPORTAGE 2.0 AUT,AZUL,29
JPXK21,2006,HYUNDAI,TUCSON 2.0,AZUL GRIS,29
JPXK41,2007,MAZDA,AXELA,ROJO,29
JPXR34,2005,HYUNDAI,TUCSON 2.0 AUT,PLATEADO PLATA,29
JPXT22,2001,HYUNDAI,PORTER,AZUL,6
JSVJ13,2006,MAZDA,PREMACY,PLATEADO PLATA,29
JWZX38,2017,RENAULT,ALASKAN DCAB,NEGRO,6
JXTT68,2006,SUZUKI,SWIFT 1.6,BLANCO PERLA,2
JXTW41,2006,SSANGYONG,REXTON,NEGRO,29
JYSX94,2006,SUZUKI,SWIFT,GRIS,2
JYSZ13,2016,DODGE,JOURNEY,GRIS,29
KBHD96,2018,HYUNDAI,TUCSON,AZUL ARA,29
KCSR72,2012,MAZDA,DEMIO,PLATEADO,2
KCSS62,2005,KIA MOTORS,SPORTAGE,PLATEADO,29
KHVS89,2010,SUZUKI,SWIFT,BLANCO,2
KHVV93,2007,CHEVROLET,CAPTIVA,BLANCO,29
KHVV97,2010,HYUNDAI,SANTA FE,BLANCO,29
KHWB24,2007,HYUNDAI,PORTER II 2.5,BLANCO,6
KJTX23,2005,KIA MOTORS,SORENTO,BLANCO,29
KJVC32,2008,MAZDA,DEMIO,BLANCO PERLA,2
KRRZ10,2013,FORD,ESCAPE,GRIS,29
KRRZ50,2010,SUZUKI,SWIFT 1.3 AUT,NEGRO,2
KRRZ88,2006,HYUNDAI,TUCSON,BLANCO,29
KRSF51,2014,SUZUKI,SWIFT,BLANCO PERLA,2
KWDW62,2019,HONDA,WR V EX,BLANCO,29
KWWB97,2019,CHANGAN,NEW CS35 ELITE,ROJO,29
KYCZ34,2009,MAZDA,DEMIO,VERDE,29
KYDB79,2008,MAZDA,PREMACY,ROJO BURDEO,29
KYDG41,2009,MAZDA,DEMIO,PLATEADO PLATA,2
LDTL42,2006,HYUNDAI,PORTER II,AZUL,6
LFWX49,2010,HONDA,STEP WGW,NEGRO,29
LFWZ22,1997,MITSUBISHI,CANTER,AZUL,5
LFWZ72,2007,CHEVROLET,CAPTIVA,ROJO BURDEO,29
LFXD35,2006,KIA MOTORS,SPORTAGE,GRIS,29
LGXD27,2007,HONDA,CROSSROAD,PLATEADO,29
LGXG34,2005,KIA MOTORS,SPORTAGE 4X4,BLANCO,29
LHKS28,2006,KIA MOTORS,SPORTAGE,BLANCO,29
LHLC61,2012,NISSAN,NOTE,CAFE MARRON,29
LHLC74,2019,FORD,TRANSIT 2.2,BLANCO,4
LJWP19,2015,HONDA,FIT,AZUL,2
LJWR11,2009,MAZDA,DEMIO,AZUL,2
LKYS41,2011,HONDA,FIT,AZUL,29
LPVV79,2013,HONDA,FIT,NEGRO,2
LPWG60,2020,HYUNDAI,SANTA FE,PLATEADO PLATA,29
LSWC63,2020,MG,NEW 3 1.5,ROJO,2
LSWG44,2011,HYUNDAI,TUCSON,BLANCO,29
LSWH84,2015,HONDA,FIT,BLANCO,2
LSWS85,2010,MAZDA,DEMIO,VERDE,29
LSWT43,2014,FORD,EDGE,AZUL,29
LSWT72,2011,HONDA,FIT 1.3 AUT,PLATEADO,2
LSXF68,2001,HYUNDAI,TERRACAN,NEGRO,29
LVRX40,2001,MITSUBISHI,DELICA 2.8 AUT,BLANCO,29
LVSP46,2012,HYUNDAI,SANTA FE,PLATEADO,29
LVSS14,2015,JEEP,CHEROKEE,BLANCO,29
LVST83,2010,MAZDA,AXELA 1.5 AUT 1.5 AUT,NEGRO,29
LYFZ54,2020,CHEVROLET,CAVALIER,BLANCO,2
LYKG57,2009,MAZDA,MPV 2.3,AZUL,29
LYKH29,2010,MAZDA,AXELA SPORT,NEGRO,29
LYKT44,2012,HONDA,FIT 1.5,AZUL,29
LYKW83,2010,HYUNDAI,PORTER,BLANCO,6
LYKX98,2012,NISSAN,NOTE,VERDE,29
LYKY68,2015,NISSAN,NOTE,GRIS,29
MK0947,1996,HONDA,MAGNA 250CC,GRIS,21
PBRY91,2019,CHEVROLET,BLAZER RS,PLATEADO,29
PBRZ35,2010,HYUNDAI,TUCSON,GRIS,29
PBRZ98,2009,HONDA,FIT 1.3 AUT,NEGRO,29
PBSF35,2014,HONDA,FIT,AZUL,29
PBSK22,2008,MAZDA,MPV,NEGRO,29
PBSK97,2007,CHEVROLET,CAPTIVA 2.0 AUT,GRIS,29
PBSL29,2014,CHEVROLET,CRUZE 2.0 AUT,ROJO BURDEO,2
PBSL48,2011,KIA MOTORS,SPORTAGE,GRIS,29
PBSV17,2015,CHEVROLET,CAMARO,NEGRO,2
PBSY81,2005,TOYOTA,TOYOACE 2.5,BLANCO,6
PBTR59,2012,CHEVROLET,CRUZE,BLANCO,2
PCRB51,2012,HONDA,FIT,ROJO,29
PFPL89,2016,VOLVO,FH,BLANCO,36
PFPP68,2011,KIA MOTORS,BONGO,BLANCO,6
PFRF65,2007,KIA MOTORS,SORENTO 2.5 AUT,BLANCO,29
PKKT93,2007,CHEVROLET,CAPTIVA,BLANCO PERLA,29
PKKX62,2018,FORD,ESCAPE 1.5 AUT,DORADO,29
PKKY78,2012,VOLVO,FH,BLANCO,36
PKKY80,2012,HONDA,FIT 1.3 AUT,NEGRO,29
PLFD58,2013,HYUNDAI,SANTA FE 2.0 AUT,GRIS,29
PLFD74,2014,FORD,FOCUS 2.0 AUT,ROJO,2
PLFG91,2013,HYUNDAI,ACCENT,PLATEADO,29
PPCC33,2021,FORD,EXPLORER 4X2,PLATEADO PLATA,29
PPJW26,2013,HYUNDAI,TUCSON,BLANCO,29
PPTK31,2007,HYUNDAI,SANTA FE,BLANCO,29
PRZS36,2021,CHANGAN,NEW CS15 ELITE AT,PLATEADO PLATA,2
PRZT15,2010,MAZDA,DEMIO 1.5 AUT,AZUL,2
PRZV47,2014,HONDA,FIT,PLATEADO PLATA,2
PSDY61,2005,KIA MOTORS,SPORTAGE,AZUL,29
PSDY76,2012,HONDA,FIT,PLATEADO,29
PSHV94,1996,MERCEDES BENZ,1517,NARANJO NARANJA,5
PSHW52,2021,CHANGAN,NEW CS15 LUXURY 1.5,BLANCO,2
PSRZ31,2018,FORD,ESCAPE,ROJO,29
PSVZ78,2013,MAZDA,DEMIO,NEGRO,2
PSVZ96,2011,MAZDA,DEMIO,CAFE MARRON,2
PSWB88,2006,HYUNDAI,PORTER II 2.5,AZUL,6
PSYK51,2015,JEEP,CHEROKEE 3.2 AUT,BLANCO,29
PSZY79,2011,HYUNDAI,SANTA FE 2.2 AUT,PLATEADO PLATA,29
PXVV13,2007,HYUNDAI,PORTER,BLANCO,6
PXWW65,2021,SUZUKI,BELENO AT GLX,GRIS GRANITO,2
PYGL63,2010,HONDA,FIT 1.3 AUT,NEGRO,2
PYTR49,2012,MAZDA,DEMIO,NEGRO,2
PYTR67,2007,MAZDA,DEMIO,BLANCO PERLA BL,2
PYTV94,2012,MAZDA,DEMIO 1.3 AUT,NEGRO,2
PZDT69,2014,HYUNDAI,SANTA FE,BLANCO,29
PZDW35,2010,MAZDA,DEMIO,AZUL,2
PZGY15,2011,KIA MOTORS,SORENTO 2.2 AUT,BLANCO,29
PZGZ22,2006,HYUNDAI,SANTA FE,GRIS,29
PZHB12,2006,KIA MOTORS,SPORTAGE 2.0 AUT,PLATEADO,29
PZHB77,2009,HYUNDAI,PORTER II,BLANCO,6
PZXC47,2020,JEEP,COMPASS,PLATEADO,29
QV0465,2014,HONDA,XR-250 TORNADO,ROJO,21
RBZW90,2006,HYUNDAI,TUCSON 2.0 AUT,DORADO GRIS,29
RCGV86,2015,NISSAN,NOTE 1.2 AUT,ROJO GUINDA,2
RCGY32,2012,HYUNDAI,GRAND STAREX 2.5,NEGRO,29
RCYB51,2010,SSANGYONG,REXTON 2.7 AUT,PLATEADO,29
RFDF48,2019,KIA MOTORS,CARNIVAL 2.2 AUT,NEGRO,29
RFDF65,2012,MAZDA,DEMIO,VERDE,2
RFDJ62,2013,NISSAN,NOTE 1.2 AUT,BLANCO,29
RFDX62,2016,MAZDA,CX5 GT 2.2D AWD6AT I-STOP,AZUL,30
RFRH20,2012,MAZDA,DEMIO 1.3 AUT,VERDE,2
RFRK57,2014,KIA MOTORS,SORENTO 2.0 AUT,BLANCO,29
RGDT78,2003,HYUNDAI,PORTER,AZUL,6
RGJR48,2022,MAZDA,BT 50 4X4 DCAB,PLATEADO PLATA,6
RGSZ26,2009,HYUNDAI,TUCSON,NEGRO,29
RGVS29,2010,KIA MOTORS,SOUL,NEGRO GRAFITO,29
RHLB88,2013,NISSAN,NOTE,ROJO BURDEO,29
RJFW26,2015,HYUNDAI,MAXCRUZ,GRIS GRAFITO,29
RKLS64,2012,HYUNDAI,GRAND STAREX,GRIS,29
RKSX43,2009,CHEVROLET,CRUZE,GRIS GRAFITO,2
RKTC68,2011,KIA MOTORS,SPORTAGE 2.0 AUT,GRIS,29
RLRT30,2008,HYUNDAI,SANTA FE,BLANCO,29
RPHF13,2002,NISSAN,CONDOR,BLANCO,5
RPRP62,2012,HYUNDAI,PORTER,BLANCO,6
RRBC94,2010,HYUNDAI,GENESIS COUPE,BLANCO,2
RRBD46,2015,HYUNDAI,SANTA FE DM,BLANCO,29
RRBF19,2009,HYUNDAI,TUCSON,GRIS PLOMO,29
RRBZ97,2013,HONDA,FIT,NEGRO,29
RRCC12,2013,VOLVO,FH,BLANCO,5
RSCH58,2011,HYUNDAI,PORTER II 2.5,BLANCO,6
RSXF27,2007,HYUNDAI,SANTA FE,BLANCO,29
RTRW26,2016,MAZDA,DEMIO,AZUL,2
RVFW19,2010,HYUNDAI,SANTA FE 2.0 AUT,NEGRO,29
RVJH41,2013,VOLVO,FH,AZUL,5
RVJH82,2003,MITSUBISHI,CANTER 4.2,BLANCO,5
RVJL69,2017,HYUNDAI,TUCSON 1.7 AUT,NEGRO,29
RXXJ82,2010,KIA MOTORS,SPORTAGE,PLATEADO,29
RXXL92,2012,CHEVROLET,CRUZE,BLANCO,2
RYKB65,2011,NISSAN,NOTE,NEGRO,29
RYKB98,2012,MAZDA,DEMIO,ROJO,2
RYKC86,2012,KIA MOTORS,SPORTAGE 2.0 AUT,NEGRO,29
RYKF33,2007,KIA MOTORS,NEW CARENS,BLANCO,29
RYKF52,2012,MINI,COOPER,NARANJO,2
RYKG22,2014,NISSAN,MARCH 1.2 AUT,BLANCO PERLA,2
RYKG42,2014,HYUNDAI,I30,PLATEADO PLATA,2
SBCR30,2016,KIA MOTORS,BONGO,BLANCO,6
SCCG20,2011,HONDA,FIT,ROJO,2
SCCG28,2012,MAZDA,DEMIO,CELESTE,2
SCZB76,2010,MAZDA,VERISA,BLANCO,29
SCZB83,2018,CHEVROLET,TRAVERSE,BLANCO,29
SDLF82,2021,JEEP,RENEGADE,ROJO,29
SDLG29,2003,MITSUBISHI,CANTER,BLANCO,5
SDLG31,2013,HYUNDAI,SANTA FE,BEIGE,29
SDZK17,2008,HONDA,FREED 1.5 AUT,NEGRO,29
SDZK26,2020,HYUNDAI,VELOSTER,NEGRO,2
SGFC61,2013,NISSAN,NOTE 1.2 AUT,NEGRO,29
SJHD33,2011,HONDA,CR Z,GRIS,2
SJHJ59,2013,MAZDA,DEMIO,BLANCO,2
SKFC17,2011,MAZDA,VERISA,ROJO GUINDA,29
SLBD40,2010,MITSUBISHI,DELICA 2.0 AUT,PLATEAADO,29
SPCX16,2014,HYUNDAI,5T DUMP 5.9,BLANCO,5
SVST62,2014,MAZDA,AXELA 1.6 AUT,ROJO,2
SW9628,1994,NISSAN,MISTRAL,AZUL DORADO,29
SWFS20,2013,HONDA,FIT,AZUL,2
SWFV31,2012,SUZUKI,SWIFT,ROJO,2
SWFW30,2013,HONDA,FIT,NEGRO,2
SWFZ51,2023,JAC,JS2 CVTCOMFORT 4X2,PLATEADO PLATA,2
SWZV28,2013,SUZUKI,SWIFT,AZUL,2
SWZX28,2014,HYUNDAI,SANTA FE,AZUL,29
SWZY44,2005,HONDA,INTEGRA,NEGRO,2
SWZY96,2012,HYUNDAI,I30,GRIS,29
SXHC87,2013,MAZDA,DEMIO,CELESTE CALIPSO,2
SXHF33,2018,HYUNDAI,AZERA IG 3.0 AT LIMITED,GRIS,2
SXJF74,2014,NISSAN,NOTE 1.2 AUT,NEGRO,29
SYPB94,2024,CHEVROLET,GROOVE 1.5L PREMIER MT R,GRIS METALICO,29
SYPG22,1997,CHEVROLET,ASTRO 4.3 AUT,BLANCO,12
SYPG84,2012,MAZDA,AXELA,GRIS,29
SZLV87,2011,HONDA,FIT,VERDE,2
TBPB13,2014,MITSUBISHI,CANTER FUSO 3.0,AZUL,6
TBPF83,2023,CHEVROLET,TRAILBLAZER 4X4 1.3 AUT,BLANCO,29
TDGL35,2018,CHEVROLET,CAMARO,NEGRO,2
TDGV33,2013,HONDA,FIT,NEGRO,2
TGJC72,2024,HYUNDAI,GRAND I-10 AI3,BLANCO TECHO NE,2
TGKK45,2009,HYUNDAI,GRAND STAREX 2.5 AUT,PLATEADO PLATA,29
TGSZ14,2020,KIA MOTORS,BONGO III,AZUL,6
TGTC53,2011,NISSAN,DUALIS,NEGRO,29
TGTD40,2020,FORD,EXPLORER ECOBOOST 2.3L,GRIS,30
TGTF23,2005,SUBARU,FORESTER 2.5,AZUL,29
TGTG27,2015,NISSAN,CLIPPER 600 AUT,BLANCO,6
TGTG46,2014,SUZUKI,SPLASH,BLANCO,2
TGTG60,2019,JEEP,CHEROKEE,PLATEADO,29
TGTG72,2010,SUBARU,IMPREZA,BLANCO PERLA,29
TGTL12,2020,HYUNDAI,TUCSON,BLANCO,29
TGTL79,2012,HONDA,FIT,VIOLETA MORADO,2
TGTL83,2014,HONDA,CR Z 1.5,BLANCO,2
TGTL88,2015,NISSAN,NOTE 1.2 AUT,ROJO,29
TGTL95,2000,MITSUBISHI,DELICA 2.0,NEGRO,29
TGTP23,2020,SSANGYONG,REXTON 2.0 AUT,AZUL,6
TGTP24,2013,SUZUKI,SWIFT,AMARILLO,2
TLJV68,2017,KIA MOTORS,BONGO III,BLANCO,6
TLKF77,2016,KIA MOTORS,SPORTAGE,BLANCO,29
TLKH42,2017,HYUNDAI,AVANTE,BLANCO,2
TLKH49,2016,HYUNDAI,AVANTE,PLATEADO,2
VRZ032,2016,KAWASAKI,NINJA 650,GRIS,21
WKD058,2013,HONDA,CBR 250,BLANCO ROJO AZU,21
WL1982,1998,NISSAN,SUNNY,PLATEADO,2
WY4454,2007,MITSUBISHI,L200 KATANA D CAB 4X4,ROJO,6
ZD8952,2005,TOYOTA,YARIS,GRIS OSCURO,2
ZE8021,1996,HYUNDAI,EURO ACCENT,VERDE,2
ZW8220,1996,TOYOTA,PRADO,VERDE GRIS,29
ZW8228,2000,HYUNDAI,PORTER,BLANCO,6
ABD982,2010,HECHIZO,S/M,ROJO,9
BCYC84,2011,CHEVROLET,CRUZE NB 2.0 DS L MT LS,AZUL,34
BPBD84,1995,NISSAN,MISTRAL AUT.,VERDE DORADO,29
BPCR35,2005,MERCEDES BENZ,2535,AZUL,5
BPCZ21,2009,HYUNDAI,I 10 GLS 1.1,PLATEADO,2
BSCK16,1999,KIA MOTORS,CARNIVAL,BLANCO PLOMO,29
BSCV59,1997,HONDA,LOGO,AZUL,2
BSDL52,2001,TOYOTA,VITZ,BLANCO,2
CCSW69,2000,TOYOTA,VITZ,ROJO,2
CDKB31,2001,SUZUKI,AERIO,VERDE,29
CDLC81,2010,HYUNDAI,GETZ FLGL,ROJO,2
CFPV97,2000,TOYOTA,VITZ,GRIS,2
CGRR25,1997,TOYOTA,STARLET,BLANCO,2
CJTB57,2003,JEEP,LIBERTY,DORADO,29
CLBX37,2005,JEEP,LIBERTY 4X4,DORADO,29
CPKJ31,2003,TOYOTA,IST,PLATEADO,2
CRRS84,2010,KOMATSU,FD60AYT 10,AMARILLO,17
CSWW33,2011,HYUNDAI,NEW TUCSON 2.0,PLATEADO,29
CVBR28,2002,HYUNDAI,PORTER,AZUL,6
CVLT44,2003,NISSAN,MARCH,PLATEADO,2
CYLB66,2011,SUZUKI,CELERIO GA,GRIS PERLA,2
CYSZ31,2001,KIA MOTORS,RETONA,PLATEADO NEGRO,29
DBVB65,2005,NISSAN,MARCH 1.3 AUT,PLATEADO,2
DCPJ56,2003,MAZDA,DEMIO,AMARILLO,29
DKFD93,2006,HYUNDAI,SANTA FE,PLATEADO,29
DPBZ81,2001,KIA,SPORTAGE,VERDE,29
DSZG90,2006,HONDA,FIT,BLANCO,29
DTVL50,2002,KIA MOTORS,CARENS,PLATEADO GRIS,29
DXKH82,2001,TOYOTA,VITZ,NEGRO,2
DZCJ93,2003,KIA MOTORS,CARENS,GRIS,29
DZKS78,2003,NISSAN,MARCH,AZUL,2
FGSK74,2005,NISSAN,TIIDA,DORADO,2
FGSV23,2013,CHEVROLET,CRUZE II NB AT LS,BLANCO,2
FGSY45,2001,TOYOTA,VITZ 1.0,AZUL,2
FJTX30,2003,HONDA,FIT,CELESTE,29
FKZY20,2005,MAZDA,PREMACY,PLATEADO,29
FLWH34,2000,HYUNDAI,PORTER 2.5,AZUL,6
FPHC56,2008,SSANGYONG,ACTYON,AZUL,29
FPPJ24,2001,MAZDA,TRIBUTE,PLATEADO,29
FRJP72,1999,MITSUBISHI,PAJERO,PLA TEADO,29
FVRR86,1999,TOYOTA,VITZ,PLATEADO,2
FWXJ80,2005,MAZDA,MPV 2.3 AUT,GRIS,29
FZBP31,1996,NISSAN,REGULUS 3.1 AUT,BLANCO PERLA,29
FZBR84,2008,MAZDA,DEMIO,PLATEADO,2
FZLC67,2004,HONDA,FIT,BEIGE,2
GBZG79,2012,HYUNDAI,ACCENT,GRIS,2
GD3627,1988,NISSAN,PICK UP 2000,AZUL,6
GDJZ45,2014,CHEVROLET,CAPTIVA IV TLS,GRIS GRANITO M,29
GFWK16,2014,HYUNDAI,I30 GD GLS,BLANCO,2
GHSJ11,2002,KIA MOTORS,SORENTO 4WD,NEGRO,29
GLKX66,2002,HYUNDAI,SANTA FE,GRIS,29
GSJC85,2006,MAZDA,AXELA,GRIS,29
GSXG65,2005,HONDA,FIT,GRIS,29
GVRV50,2005,HONDA,FIT,ROJO,29
GVSV34,2004,SUZUKI,SWIFT 1.5,ROJO,2
GZZG89,2005,NISSAN,TIIDA 1.5 AUT,CELESTE,29
HCSF47,2006,BMW,X3,CELESTE,29
HCSH47,2006,SSANGYONG,KYRON,NEGRO,29
HDRG14,2015,SUZUKI,SWIFT GLX HB,GRIS PERLA,2
HHWL96,2003,SUBARU,LEGACY,AZUL,29
HSZS17,2009,KIA MOTORS,LOTZE 2.0,NEGRO,2
HTJH25,2016,HYUNDAI,ACCENT RB HB,ROJO BURDEO,2
HVTS40,2009,HONDA,FIT,AZUL,29
HVVF28,2011,CHEVROLET,CAMARO,PLATEADO,2
HXLH60,2012,SUZUKI,SWIFT 1.6,AZUL,2
HXWH89,2006,SUZUKI,SWIFT,NEGRO,2
HYSD33,2006,KIA MOTORS,SPORTAGE,NEGRO,29
HYSD59,2012,TOYOTA,SCION,PLATEADO,2
HYSK33,2016,HYUNDAI,SANTA FE CRDI GLS 2.2,PLATEADO PLATA,29
HZJY11,2017,FOTON,GRATOUR 1X7,BLANCO,29
JBGP98,2007,HONDA,AIRWAVE,GRIS,29
JBGR73,2005,MAZDA,DEMIO,CAFE,2
JDJB97,2017,FORD,EXPLORER XLT 3.5 AUT,ROJO METALIC,29
JE3165,1996,MONTENEGRO,A-P-Z-9000,VERDE,25
JFLC93,2005,MAZDA,DEMIO,NEGRO,29
JFXF39,2009,MAZDA,DEMIO,BLANCO,2
JFZ068,2008,SUZUKI,VL 1500,PLATEADO NEGRO,21
JG1848,1995,KILAROS,LS,GRIS,25
JG9196,1997,UTILITY,VS2RX,BLANCO,28
JL6676,2012,GOREN,SR 3M 30 13.5,VERDE AZUL,28
JL9587,2012,GOREN,SR 3M 30 13,ROJO,28
JLTV64,2005,HYUNDAI,TRAJET XG,PLATEADO,29
JLTW84,2007,MAZDA,MPV,PLATEADO,29
JLVD20,2008,AUDI,TT 2.0 AUT,PLATEADO PLATA,2
JVHH79,2005,KIA MOTORS,SPORTAGE,AZUL,29
JWBF56,2006,KIA MOTORS,SPORTAGE,BLANCO GRIS,29
JYHT74,2005,KIA MOTORS,SPORTAGE PRO LX DS AUTDAB,BLANCO,30
JYTB88,2008,MAZDA,PREMACY,BLANCO PERLA,29
JYTH60,2007,TOYOTA,VITZ,PLATEADO,2
JZPS24,2018,NISSAN,QASHQAI,PLATEADO PLATA,29
JZRT46,2005,HYUNDAI,PORTER II,AZUL,6
JZRT57,2009,HYUNDAI,SANTA FE,PLATEADO,29
JZSH71,2018,HONDA,PILOT EX,PLATEADO,29
KBLH72,2002,SSANGYONG,REXTON,BLANCO,29
KCBC39,2009,HONDA,FIT,GRIS,2
KCSP60,2008,MAZDA,PREMACY,NEGRO,29
KCSV27,2008,HONDA,FIT,AZUL,29
KFRR59,2018,MAZDA,ALL NEW CX 3 R,ROJO,29
KGWS64,2010,HYUNDAI,TUCSON,GRIS,29
KJLC81,2018,HYUNDAI,TUCSON,ROJO RUBI,29
KJVC18,2009,TOYOTA,VITZ,VERDE,2
KJVK88,2005,HYUNDAI,PORTER DC,AZUL,6
KJVL67,2009,SUZUKI,SWIFT 1.3 AUT,BLANCO PERLA,2
KJWC63,2005,KIA MOTORS,SPORTAGE,PLATEADO,29
KLSJ77,2005,KIA MOTORS,SPORTAGE,GRIS,29
KRRX82,2014,FORD,MUSTANG,PLATEADO,2
KRSD57,2014,HYUNDAI,SONATA,GRIS,2
KSYT95,2014,JEEP,CHEROKEE SPORT,NEGRO,29
KSYW76,2010,HONDA,FIT,CELESTE,29
KSYX63,2014,KIA MOTORS,SORENTO,BLANCO,29
KSYY21,2009,SUBARU,IMPREZA,NEGRO,29
KSZB70,2011,BMW,328,GRIS,2
KSZF95,2010,TOYOTA,VITZ,ROJO BURDEO,29
KVLS37,2010,HONDA,FIT 1.3 AUT,DORADO,29
KWVW64,2017,HYUNDAI,TUCSON,NEGRO,29
KWWD69,2019,HYUNDAI,TUCSON TL 2.0,GRIS GRAFITO,29
KXGR87,2007,TOYOTA,RUSH 4X4 1.5 AUT,VERDE,29
KXGW32,2011,MAZDA,DEMIO,ROJO,29
KYCY97,2010,KIA MOTORS,SORENTO AUT,PLATEADO,29
LBDX64,2011,MERCEDES BENZ,GL350 3.0 AUT,AZUL,29
LBFD79,2005,HYUNDAI,TUCSON,PLATEADO,29
LBFF91,2011,HONDA,FIT,PLATEADO,2
LDTT46,2011,HYUNDAI,PORTER,AZUL,6
LDTV18,2009,SUZUKI,SWIFT,CAFE,2
LFWT35,2005,KIA MOTORS,SPORTAGE,GRIS,29
